name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Donny van de Beek,MID,Man Utd,2.6,0,0,0,0,0.0,282,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,10131,1,5,0.0,0,0,0,0,60,True,0,1
Divock Origi,FWD,Liverpool,2.3,0,0,0,0,0.0,235,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,80854,3,0,0.0,0,0,0,0,50,False,0,1
Dimitris Giannoulis,DEF,Norwich,0.7,0,0,18,0,12.2,457,7,3,0,3.6,21.4,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,6451,3,0,2.0,1,0,0,0,45,True,0,1
Anwar El Ghazi,MID,Aston Villa,2.6,0,0,1,0,2.7,42,8,2,0,0.8,1.4,2021-08-14T14:00:00Z,59,18,0,0,0,0,1,0,82948,2,3,4.0,1,0,0,0,60,False,0,1
Kyle Walker-Peters,DEF,Southampton,2.2,0,0,0,0,0.0,342,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,8,0,0,0,0,1,0,55553,1,3,0.0,0,0,0,0,50,False,0,1
Mohamed Elyounoussi,MID,Southampton,1.9,0,0,0,0,0.0,517,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,8,0,0,0,0,1,0,1933,1,3,0.0,0,0,0,0,55,False,0,1
Christian Kabasele,DEF,Watford,1.2,0,0,12,0,0.1,384,8,2,0,2.4,20.2,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,6905,2,3,4.0,1,0,0,0,45,True,0,1
Andre Gray,FWD,Watford,1.1,0,0,0,0,0.0,383,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,19046,2,3,0.0,0,0,0,0,55,True,0,1
Ibrahima Konaté,DEF,Liverpool,3.6,0,0,0,0,0.0,243,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,212508,3,0,0.0,0,0,0,0,55,False,0,1
Jean-Philippe Mateta,FWD,Crystal Palace,1.1,0,0,5,0,1.3,159,3,2,0,0.8,6.4,2021-08-14T14:00:00Z,56,6,0,0,0,0,1,0,8209,0,3,0.0,1,0,0,0,55,False,0,1
Dane Scarlett,FWD,Spurs,0.5,0,0,0,0,0.0,520,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,112697,0,1,0.0,0,0,0,0,45,True,0,1
Luke Thomas,DEF,Leicester,2.2,0,1,29,1,5.7,219,5,0,0,3.1,25.4,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,14916,0,1,0.0,7,0,0,0,45,True,0,1
Diego Llorente,DEF,Leeds,0.0,0,0,0,0,0.0,190,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,13,0,0,0,0,1,0,8101,1,5,0.0,0,0,0,0,45,False,0,1
Robin Koch,DEF,Leeds,1.2,0,0,14,0,0.3,194,6,5,0,1.5,14.4,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,0,21640,1,5,0.0,0,0,0,0,45,False,0,1
Albert Sambi Lokonga,MID,Arsenal,2.4,0,0,13,0,34.3,478,1,2,0,6.2,19.4,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,15087,0,2,8.0,2,0,0,0,50,False,0,1
Sam Greenwood,FWD,Leeds,0.5,0,0,0,0,0.0,550,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,13,0,0,0,0,1,0,0,1,5,0.0,0,0,0,0,45,False,0,1
Nathan Ferguson,DEF,Crystal Palace,0.0,0,0,0,0,0.0,161,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,331,0,3,0.0,0,0,0,0,45,False,0,1
Alexandre Lacazette,FWD,Arsenal,0.9,0,0,0,0,0.0,6,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,192345,0,2,0.0,0,0,0,0,85,False,0,1
Kevin De Bruyne,MID,Man City,2.2,0,0,4,0,11.6,251,10,0,0,2.8,9.0,2021-08-15T15:30:00Z,11,17,0,0,0,0,1,0,170476,0,1,7.0,1,0,0,0,120,False,0,1
Mohamed Salah,MID,Liverpool,5.0,2,3,49,1,36.4,233,7,0,1,17.7,70.6,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,0,3548693,3,0,70.0,17,0,0,0,125,False,0,1
Raheem Sterling,MID,Man City,4.1,0,0,1,0,4.2,255,10,1,0,3.9,4.2,2021-08-15T15:30:00Z,69,17,0,0,0,0,1,0,207534,0,1,31.0,2,0,0,0,110,False,0,1
Wilfried Zaha,MID,Crystal Palace,1.9,0,0,1,0,3.0,154,3,3,0,2.6,1.0,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,460453,0,3,22.0,2,0,0,0,70,False,0,1
Freddie Woodman,GK,Newcastle,0.8,0,0,30,0,0.0,513,9,4,0,5.1,51.0,2021-08-15T13:00:00Z,90,19,0,0,1,0,1,4,10930,4,2,0.0,6,0,0,0,45,True,0,1
Robert Sánchez,GK,Brighton,2.3,0,0,19,0,10.0,69,2,1,0,3.0,20.0,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,2,1701303,2,1,0.0,2,0,0,0,45,False,0,1
Neco Williams,DEF,Liverpool,2.0,0,0,0,0,0.0,246,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,63346,3,0,0.0,0,0,0,0,40,False,0,1
Ben Mee,DEF,Burnley,1.7,0,0,8,0,0.8,106,2,2,0,1.7,9.6,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,59668,2,1,7.0,1,0,0,0,50,True,0,1
Pascal Struijk,DEF,Leeds,1.2,0,0,15,0,0.0,198,6,5,0,1.6,16.4,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,0,29507,1,5,0.0,0,0,0,0,45,False,0,1
Tom Davies,MID,Everton,1.4,0,0,0,0,0.0,176,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,5901,1,3,0.0,0,0,0,0,50,True,0,1
Konstantinos Mavropanos,DEF,Arsenal,0.0,0,0,0,0,0.0,24,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,99,0,2,0.0,0,0,0,0,45,False,0,1
Alex Iwobi,MID,Everton,2.1,1,0,7,0,11.0,174,4,0,0,5.5,20.6,2021-08-14T14:00:00Z,20,16,0,0,0,0,1,0,12093,1,3,23.0,4,0,0,0,60,True,0,1
Edouard Mendy,GK,Chelsea,4.5,0,0,20,1,0.0,143,3,0,0,1.1,11.2,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,1,613542,0,3,0.0,6,0,0,0,60,True,0,1
Serge Aurier,DEF,Spurs,1.7,0,0,0,0,0.0,358,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,40214,0,1,0.0,0,0,0,0,50,True,0,1
Marc Guéhi,DEF,Crystal Palace,1.2,0,0,14,0,11.9,477,3,3,0,2.8,13.8,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,21817,0,3,2.0,1,0,0,0,45,False,0,1
Matej Vydra,FWD,Burnley,1.1,0,0,2,0,0.3,111,2,0,0,1.0,0.0,2021-08-14T14:00:00Z,5,4,0,0,0,0,1,0,69784,2,1,12.0,1,0,0,0,55,True,0,1
Ethan Ampadu,DEF,Chelsea,2.2,0,0,0,0,0.0,139,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,7410,0,3,0.0,0,0,0,0,45,True,0,1
Marcus Forss,FWD,Brentford,0.6,0,0,1,0,1.3,88,1,0,0,0.1,0.0,2021-08-13T19:00:00Z,4,1,0,0,0,0,1,0,11516,0,2,0.0,1,0,0,0,55,True,0,1
Todd Cantwell,MID,Norwich,0.7,0,0,14,0,31.4,325,7,3,0,4.5,12.4,2021-08-14T16:30:00Z,85,11,0,0,0,0,1,0,47808,3,0,1.0,1,0,0,0,55,True,1,1
Jarrod Bowen,MID,West Ham,3.3,0,0,8,0,20.2,420,9,2,0,7.2,20.0,2021-08-15T13:00:00Z,89,14,0,0,0,0,1,0,114253,4,2,32.0,2,0,0,0,65,False,0,1
Folarin Balogun,FWD,Arsenal,2.3,0,0,-2,0,0.4,530,1,1,0,0.9,0.0,2021-08-13T19:00:00Z,58,3,0,0,0,0,1,0,16628,0,2,15.0,1,0,0,0,50,False,0,1
Benjamin Mendy,DEF,Man City,3.1,0,1,22,0,29.1,253,10,1,0,4.6,15.2,2021-08-15T15:30:00Z,78,17,0,0,0,0,1,0,57602,0,1,2.0,3,0,0,0,55,False,0,1
Willian Borges Da Silva,MID,Arsenal,3.3,0,0,0,0,0.0,3,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,22000,0,2,0.0,0,0,0,0,65,False,0,1
Francisco Machado Mota de Castro Trincão,MID,Wolves,1.6,0,0,10,0,22.3,461,5,1,0,6.4,15.0,2021-08-14T14:00:00Z,85,9,0,0,0,0,1,0,30883,0,1,27.0,2,0,0,0,60,False,0,1
Manuel Lanzini,MID,West Ham,2.3,0,0,0,0,0.0,416,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,9936,4,2,0.0,0,0,0,0,60,False,0,1
Moussa Sissoko,MID,Spurs,0.5,0,0,0,0,0.0,354,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,95256,0,1,0.0,0,0,0,0,45,True,0,1
Luka Milivojevic,MID,Crystal Palace,0.0,0,0,0,0,0.0,152,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,9126,0,3,0.0,0,0,0,0,55,False,0,1
Ruben Loftus-Cheek,MID,Chelsea,2.4,0,0,0,0,0.0,132,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,7043,0,3,0.0,0,0,0,0,55,True,0,1
Dominic Thompson,DEF,Brentford,0.7,0,0,0,0,0.0,498,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,2758,0,2,0.0,0,0,0,0,45,True,0,1
Rúnar Alex Rúnarsson,GK,Arsenal,2.0,0,0,0,0,0.0,2,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,91500,0,2,0.0,0,0,0,0,40,False,0,1
Rui Pedro dos Santos Patrício,GK,Wolves,0.0,0,0,0,0,0.0,427,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,3082,0,1,0.0,0,0,0,0,50,False,0,1
Eberechi Eze,MID,Crystal Palace,0.0,0,0,0,0,0.0,160,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,3447,0,3,0.0,0,0,0,0,60,False,0,1
Joseph Hungbo,MID,Watford,0.5,0,0,0,0,0.0,402,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,3366,2,3,0.0,0,0,0,0,45,True,0,1
Dale Stephens,MID,Burnley,0.0,0,0,0,0,0.0,102,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,1674,2,1,0.0,0,0,0,0,45,True,0,1
James Rodríguez,MID,Everton,0.0,0,0,0,0,0.0,166,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,139782,1,3,0.0,0,0,0,0,70,True,0,1
Dwight Gayle,FWD,Newcastle,0.6,0,0,0,0,0.0,300,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,16263,4,2,0.0,0,0,0,0,55,True,0,1
Raphael Dias Belloli,MID,Leeds,1.8,0,0,9,0,19.4,196,6,5,0,4.7,11.6,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,0,1238151,1,5,16.0,1,0,0,0,65,False,1,1
Issa Diop,DEF,West Ham,2.7,0,0,0,0,0.0,424,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,30917,4,2,0.0,0,0,0,0,45,False,0,1
Michy Batshuayi,FWD,Chelsea,2.1,0,0,0,0,0.0,126,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,14838,0,3,0.0,0,0,0,0,55,True,0,1
Rúben Diogo da Silva Neves,MID,Wolves,1.4,0,0,14,0,31.2,436,5,1,0,4.5,12.8,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,107318,0,1,1.0,2,0,0,0,55,False,0,1
Mateo Kovacic,MID,Chelsea,1.9,1,0,24,1,28.5,125,3,0,0,5.7,24.6,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,0,17075,0,3,4.0,6,0,0,0,50,True,0,1
Conor Gallagher,MID,Crystal Palace,0.0,0,0,0,0,0.0,144,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,2134,0,3,0.0,0,0,0,0,55,False,0,1
Anthony Martial,FWD,Man Utd,3.0,0,0,5,0,1.2,278,6,0,0,0.4,2.4,2021-08-14T11:30:00Z,15,10,0,0,0,0,1,0,130051,1,5,0.0,1,0,0,0,80,True,0,1
Crysencio Summerville,MID,Leeds,0.5,0,0,0,0,0.0,551,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,13,0,0,0,0,1,0,0,1,5,0.0,0,0,0,0,45,False,0,1
Rico Henry,DEF,Brentford,0.7,0,0,22,1,1.3,83,1,0,0,1.7,13.2,2021-08-13T19:00:00Z,90,1,0,0,0,0,1,0,38378,0,2,2.0,6,0,0,0,45,True,0,1
Harry Winks,MID,Spurs,0.5,0,0,0,0,0.0,366,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,74300,0,1,0.0,0,0,0,0,45,True,0,1
Davy Pröpper,MID,Brighton,0.0,0,0,0,0,0.0,57,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,107,2,1,0.0,0,0,0,0,45,False,0,1
Frederik Alves,DEF,West Ham,2.0,0,0,0,0,0.0,521,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,34822,4,2,0.0,0,0,0,0,40,False,0,1
Rodrigo Moreno,FWD,Leeds,1.6,0,0,7,0,1.3,187,6,1,0,0.5,3.6,2021-08-14T11:30:00Z,45,13,0,0,0,0,1,0,112933,1,5,0.0,1,0,0,0,65,False,0,1
Cristian Romero,DEF,Spurs,1.3,0,0,3,0,0.2,494,10,0,0,0.0,0.2,2021-08-15T15:30:00Z,1,12,0,0,0,0,1,0,22135,0,1,0.0,1,0,0,0,50,True,0,1
Callum Wilson,FWD,Newcastle,1.4,0,0,26,0,1.1,296,9,4,1,10.4,33.0,2021-08-15T13:00:00Z,84,19,0,0,0,0,1,0,484010,4,2,70.0,6,0,0,0,75,True,0,1
Joel Matip,DEF,Liverpool,3.2,0,0,25,1,3.8,224,7,0,0,3.3,7.0,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,0,25704,3,0,22.0,6,0,0,0,50,False,0,1
Dan Gosling,MID,Watford,0.9,0,0,3,0,0.3,378,8,2,0,0.3,2.6,2021-08-14T14:00:00Z,21,2,0,0,0,0,1,0,4874,2,3,0.0,1,0,0,0,50,True,0,1
Virgil van Dijk,DEF,Liverpool,4.3,0,1,27,1,17.6,229,7,0,0,3.9,15.6,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,0,736976,3,0,6.0,7,0,0,0,65,False,0,1
Ben Wilmot,DEF,Watford,0.0,0,0,0,0,0.0,401,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,64,2,3,0.0,0,0,0,0,45,True,0,1
Saïd Benrahma,MID,West Ham,3.1,1,2,39,0,15.0,419,9,2,1,12.8,52.6,2021-08-15T13:00:00Z,87,14,0,0,0,0,1,0,420297,4,2,60.0,12,0,0,0,60,False,0,1
Max Aarons,DEF,Norwich,0.7,0,0,15,0,12.4,326,7,3,0,4.3,29.4,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,156882,3,0,1.0,1,0,0,0,45,True,0,1
Demarai Gray,MID,Everton,1.9,0,0,10,0,16.8,484,4,1,0,3.0,10.8,2021-08-14T14:00:00Z,82,16,0,0,0,0,1,0,27308,1,3,2.0,2,0,0,0,55,True,0,1
Antonio Rüdiger,DEF,Chelsea,3.1,0,0,22,1,3.4,127,3,0,0,1.8,14.6,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,0,446404,0,3,0.0,6,0,0,0,55,True,0,1
Philip Zinckernagel,MID,Watford,0.0,0,0,0,0,0.0,392,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,744,2,3,0.0,0,0,0,0,55,True,0,1
Dean Henderson,GK,Man Utd,0.8,0,0,0,0,0.0,280,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,117077,1,5,0.0,0,0,0,0,50,True,0,1
Jamaal Lascelles,DEF,Newcastle,0.7,0,0,0,0,0.0,299,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,27048,4,2,0.0,0,0,0,0,45,True,0,1
Darren Randolph,GK,West Ham,2.8,0,0,0,0,0.0,407,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,11617,4,2,0.0,0,0,0,0,45,False,0,1
Mads Bech Sørensen,DEF,Brentford,0.7,0,0,3,0,0.0,90,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,19,1,0,0,0,0,1,0,8201,0,2,0.0,1,0,0,0,45,True,0,1
Malang Sarr,DEF,Chelsea,2.7,0,0,0,0,0.0,501,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,3636,0,3,0.0,0,0,0,0,50,True,0,1
Douglas Luiz Soares de Paulo,MID,Aston Villa,0.0,0,0,0,0,0.0,50,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,72328,2,3,0.0,0,0,0,0,45,False,0,1
Sergi Canós,MID,Brentford,0.9,0,3,33,1,14.8,81,1,0,1,11.0,60.2,2021-08-13T19:00:00Z,90,1,0,0,0,0,1,0,15606,0,2,35.0,11,0,0,0,55,True,0,1
Przemyslaw Placheta,MID,Norwich,0.0,0,0,0,0,0.0,328,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,1551,3,0,0.0,0,0,0,0,50,True,0,1
Patson Daka,FWD,Leicester,2.9,0,0,0,0,0.0,455,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,105111,0,1,0.0,0,0,0,0,75,True,0,1
Stuart Armstrong,MID,Southampton,2.1,0,0,0,0,0.0,339,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,8,0,0,0,0,1,0,29374,1,3,0.0,0,0,0,0,60,False,0,1
Ismaila Sarr,MID,Watford,1.6,0,2,30,0,46.1,399,8,2,1,13.9,48.4,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,192715,2,3,44.0,9,0,0,0,60,True,0,1
Owen Otasowie,MID,Wolves,0.5,0,0,0,0,0.0,442,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,20548,0,1,0.0,0,0,0,0,45,False,0,1
Reece Hannam,DEF,Crystal Palace,0.5,0,0,0,0,0.0,540,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,0,0,3,0.0,0,0,0,0,40,False,0,1
Martin Dubravka,GK,Newcastle,0.0,0,0,0,0,0.0,295,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,12762,4,2,0.0,0,0,0,0,45,True,0,1
Nathaniel Clyne,DEF,Crystal Palace,1.2,0,0,0,0,0.0,493,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,7285,0,3,0.0,0,0,0,0,45,False,0,1
Lukasz Fabianski,GK,West Ham,3.6,0,0,10,0,0.0,408,9,2,0,1.3,13.2,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,1,145096,4,2,0.0,1,0,0,0,50,False,0,1
Gylfi Sigurdsson,MID,Everton,2.4,0,0,0,0,0.0,164,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,144120,1,3,0.0,0,0,0,0,70,True,0,1
Yerry Mina,DEF,Everton,2.2,0,0,3,0,0.0,175,4,0,0,0.2,2.0,2021-08-14T14:00:00Z,7,16,0,0,0,0,1,0,41893,1,3,0.0,1,0,0,0,50,True,0,1
Nathan Collins,DEF,Burnley,1.2,0,0,0,0,0.0,451,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,7002,2,1,0.0,0,0,0,0,45,True,0,1
Mattéo Guendouzi,MID,Arsenal,0.0,0,0,0,0,0.0,25,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,221,0,2,0.0,0,0,0,0,45,False,0,1
Shandon Baptiste,MID,Brentford,0.4,0,0,0,0,0.0,499,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,2794,0,2,0.0,0,0,0,0,50,True,0,1
James Justin,DEF,Leicester,0.0,0,0,0,0,0.0,218,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,2893,0,1,0.0,0,0,0,0,50,True,0,1
Conor Coventry,MID,West Ham,2.0,0,0,0,0,0.0,522,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,6773,4,2,0.0,0,0,0,0,45,False,0,1
Grant Hanley,DEF,Norwich,0.7,0,0,20,0,10.1,319,7,3,0,7.0,25.6,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,12650,3,0,34.0,1,0,0,0,45,True,0,1
Emiliano Martínez,GK,Aston Villa,3.8,0,0,18,0,0.0,30,8,3,0,2.8,28.2,2021-08-14T14:00:00Z,90,18,0,0,0,0,1,4,2386407,2,3,0.0,2,0,0,0,55,False,0,1
Oriol Romeu Vidal,MID,Southampton,1.0,0,0,12,0,6.3,335,4,2,0,2.2,7.4,2021-08-14T14:00:00Z,79,8,0,0,0,0,1,0,37248,1,3,8.0,2,0,0,0,45,False,0,1
Emil Krafth,DEF,Newcastle,0.7,0,0,10,0,1.3,303,9,4,0,1.5,9.4,2021-08-15T13:00:00Z,84,19,0,0,0,0,1,0,4670,4,2,4.0,0,0,0,0,45,True,0,1
Christian Pulisic,MID,Chelsea,3.2,0,0,21,1,3.4,137,3,0,1,8.2,36.8,2021-08-14T14:00:00Z,81,7,0,0,0,0,1,0,94495,0,3,42.0,8,0,0,0,80,True,0,1
Jarosław Jach,DEF,Crystal Palace,1.2,0,0,0,0,0.0,158,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,3499,0,3,0.0,0,0,0,0,45,False,0,1
Tom Cleverley,MID,Watford,0.9,1,0,17,0,12.0,381,8,1,0,3.7,22.8,2021-08-14T14:00:00Z,78,2,0,0,0,0,1,0,6655,2,3,2.0,5,0,0,0,50,True,0,1
Çaglar Söyüncü,DEF,Leicester,2.7,0,0,23,1,0.3,217,5,0,0,2.4,23.8,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,184568,0,1,0.0,6,0,0,0,50,True,0,1
John Stones,DEF,Man City,3.1,0,0,0,0,0.0,252,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,17,0,0,0,0,1,0,778503,0,1,0.0,0,0,0,0,55,False,0,1
Pedro Lomba Neto,MID,Wolves,0.0,0,0,0,0,0.0,441,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,2873,0,1,0.0,0,0,0,0,65,False,0,1
Danny Ings,FWD,Aston Villa,3.0,0,1,29,0,0.9,337,8,3,1,6.0,34.2,2021-08-14T14:00:00Z,90,18,0,0,0,0,1,0,2574177,2,3,25.0,7,0,0,0,80,False,0,1
Gabriel Fernando de Jesus,FWD,Man City,3.2,0,0,4,0,13.6,263,10,0,0,1.6,2.4,2021-08-15T15:30:00Z,20,17,0,0,0,0,1,0,208816,0,1,0.0,1,0,0,0,85,False,0,1
Scott McTominay,MID,Man Utd,2.4,0,0,14,0,12.4,285,6,1,0,4.8,15.6,2021-08-14T11:30:00Z,68,10,0,0,0,0,1,0,36489,1,5,20.0,2,0,0,0,55,True,0,1
Pablo Marí,DEF,Arsenal,2.7,0,0,14,0,1.3,8,1,2,0,2.5,16.6,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,9359,0,2,7.0,1,0,0,0,45,False,0,1
Taylor Richards,MID,Brighton,1.5,0,0,0,0,0.0,537,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,0,2,1,0.0,0,0,0,0,45,False,0,1
Florin Andone,FWD,Brighton,1.8,0,0,0,0,0.0,500,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,12723,2,1,0.0,0,0,0,0,50,False,0,1
Dominic Calvert-Lewin,FWD,Everton,2.5,0,1,26,0,2.3,177,4,1,1,12.0,34.2,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,686033,1,3,83.0,7,0,0,0,80,True,0,1
Kalvin Phillips,MID,Leeds,0.9,0,0,0,0,0.0,191,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,13,0,0,0,0,1,0,161941,1,5,0.0,0,0,0,0,50,False,0,1
Oliver Skipp,MID,Spurs,0.5,0,0,11,1,0.8,373,10,0,0,1.7,16.2,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,0,17425,0,1,0.0,3,0,0,0,45,True,0,1
Ollie Watkins,FWD,Aston Villa,2.2,0,0,0,0,0.0,40,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,312088,2,3,0.0,0,0,0,0,75,False,0,1
Ethan Pinnock,DEF,Brentford,0.7,1,2,32,1,11.1,91,1,0,0,4.8,36.8,2021-08-13T19:00:00Z,90,1,0,0,0,0,1,0,13971,0,2,0.0,11,0,0,0,45,True,0,1
Vitaly Janelt,MID,Brentford,0.4,0,0,6,1,1.4,84,1,0,0,1.0,6.2,2021-08-13T19:00:00Z,90,1,0,0,0,0,1,0,3003,0,2,2.0,3,0,0,0,50,True,0,1
Davinson Sánchez,DEF,Spurs,1.2,0,0,21,1,0.3,367,10,0,0,2.5,18.8,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,0,37061,0,1,6.0,5,0,0,0,45,True,1,1
Mark Gillespie,GK,Newcastle,0.0,0,0,0,0,0.0,514,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,12284,4,2,0.0,0,0,0,0,40,True,0,1
Bryan Mbeumo,MID,Brentford,0.9,0,0,4,1,13.3,96,1,0,0,3.8,2.4,2021-08-13T19:00:00Z,85,1,0,0,0,0,1,0,73833,0,2,22.0,3,0,0,0,55,True,0,1
Abdoulaye Doucouré,MID,Everton,1.9,0,2,31,0,4.6,173,4,1,1,8.3,41.8,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,19357,1,3,37.0,8,0,0,0,55,True,1,1
